MarketingFactKey,DateKey,CampaignKey,ChannelKey,LocationKey,Impressions,Clicks,SpendAmount,LeadsGenerated,ConversionsCount,AttributedSaleAmount,CTR_Pct,CPC_Amount,CostPerLead,CostPerConversion,ROAS,SourceSystem,SourceRecordID,ETL_LoadedAt
1352,20241114,1,11,2612,0,0,243.68,0,0,1204.00,0.0000,0.00,0.00,0.00,4.94,Google Ads,A2351,2026-09-07T07:48:42.882130
1353,20241102,1,11,2612,0,0,244.49,0,0,1579.00,0.0000,0.00,0.00,0.00,6.46,Google Ads,A2352,2026-09-07T07:48:42.882130
1354,20241107,12,11,2612,0,0,203.66,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2353,2026-09-07T07:48:42.882130
1355,20241118,3,11,2612,0,0,214.04,0,0,1071.00,0.0000,0.00,0.00,0.00,5.00,Google Ads,A2354,2026-09-07T07:48:42.882130
1356,20241120,14,11,2612,0,0,229.12,0,0,1246.00,0.0000,0.00,0.00,0.00,5.44,Google Ads,A2355,2026-09-07T07:48:42.882130
1357,20241127,6,11,2612,0,0,195.17,0,0,1939.00,0.0000,0.00,0.00,0.00,9.93,Google Ads,A2356,2026-09-07T07:48:42.882130
1358,20241114,16,11,2612,0,0,202.06,0,0,1184.00,0.0000,0.00,0.00,0.00,5.86,Google Ads,A2357,2026-09-07T07:48:42.882130
1359,20241124,18,11,2612,0,0,186.29,0,0,1046.00,0.0000,0.00,0.00,0.00,5.61,Google Ads,A2358,2026-09-07T07:48:42.882130
1360,20241120,3,11,2612,0,0,204.86,0,0,1963.00,0.0000,0.00,0.00,0.00,9.58,Google Ads,A2359,2026-09-07T07:48:42.882130
1361,20241121,18,11,2612,0,0,240.50,0,0,1670.00,0.0000,0.00,0.00,0.00,6.94,Google Ads,A2360,2026-09-07T07:48:42.882130
1362,20241114,3,11,2612,0,0,246.23,0,0,1114.00,0.0000,0.00,0.00,0.00,4.52,Google Ads,A2361,2026-09-07T07:48:42.882130
1363,20241107,16,11,2612,0,0,209.44,0,0,1171.00,0.0000,0.00,0.00,0.00,5.59,Google Ads,A2362,2026-09-07T07:48:42.882130
1364,20241114,7,11,2612,0,0,243.72,0,0,1206.00,0.0000,0.00,0.00,0.00,4.95,Google Ads,A2363,2026-09-07T07:48:42.882130
1365,20241123,2,11,2612,0,0,200.16,0,0,1876.00,0.0000,0.00,0.00,0.00,9.37,Google Ads,A2364,2026-09-07T07:48:42.882130
1366,20241114,7,11,2612,0,0,239.05,0,0,1586.00,0.0000,0.00,0.00,0.00,6.63,Google Ads,A2365,2026-09-07T07:48:42.882130
1367,20241115,1,11,2612,0,0,230.55,0,0,1449.00,0.0000,0.00,0.00,0.00,6.28,Google Ads,A2366,2026-09-07T07:48:42.882130
1368,20241124,1,11,2612,0,0,232.47,0,0,1553.00,0.0000,0.00,0.00,0.00,6.68,Google Ads,A2367,2026-09-07T07:48:42.882130
1369,20241126,8,11,2612,0,0,196.30,0,0,1364.00,0.0000,0.00,0.00,0.00,6.95,Google Ads,A2368,2026-09-07T07:48:42.882130
1370,20241121,8,11,2612,0,0,187.59,0,0,1828.00,0.0000,0.00,0.00,0.00,9.74,Google Ads,A2369,2026-09-07T07:48:42.882130
1371,20241114,6,11,2612,0,0,0.00,0,0,1527.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2370,2026-09-07T07:48:42.882130
1372,20241121,15,11,2612,0,0,226.38,0,0,1322.00,0.0000,0.00,0.00,0.00,5.84,Google Ads,A2371,2026-09-07T07:48:42.882130
1373,20241120,16,11,2612,0,0,211.39,0,0,1395.00,0.0000,0.00,0.00,0.00,6.60,Google Ads,A2372,2026-09-07T07:48:42.882130
1374,20241114,18,11,2612,0,0,0.00,0,0,1708.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2373,2026-09-07T07:48:42.882130
1375,20241112,12,11,2612,0,0,247.13,0,0,1091.00,0.0000,0.00,0.00,0.00,4.41,Google Ads,A2374,2026-09-07T07:48:42.882130
1376,20241125,13,11,2612,0,0,226.53,0,0,1511.00,0.0000,0.00,0.00,0.00,6.67,Google Ads,A2375,2026-09-07T07:48:42.882130
1377,20241124,5,11,2612,0,0,240.29,0,0,1144.00,0.0000,0.00,0.00,0.00,4.76,Google Ads,A2376,2026-09-07T07:48:42.882130
1378,20241111,10,11,2612,0,0,243.81,0,0,1701.00,0.0000,0.00,0.00,0.00,6.98,Google Ads,A2377,2026-09-07T07:48:42.882130
1379,20241114,16,11,2612,0,0,184.52,0,0,1074.00,0.0000,0.00,0.00,0.00,5.82,Google Ads,A2378,2026-09-07T07:48:42.882130
1380,20241112,18,11,2612,0,0,235.45,0,0,1025.00,0.0000,0.00,0.00,0.00,4.35,Google Ads,A2379,2026-09-07T07:48:42.882130
1381,20241122,13,11,2612,0,0,194.12,0,0,1697.00,0.0000,0.00,0.00,0.00,8.74,Google Ads,A2380,2026-09-07T07:48:42.882130
1382,20241129,13,11,2612,0,0,183.91,0,0,1799.00,0.0000,0.00,0.00,0.00,9.78,Google Ads,A2381,2026-09-07T07:48:42.882130
1383,20241104,13,11,2612,0,0,200.65,0,0,1768.00,0.0000,0.00,0.00,0.00,8.81,Google Ads,A2382,2026-09-07T07:48:42.882130
1384,20241121,2,11,2612,0,0,235.99,0,0,1314.00,0.0000,0.00,0.00,0.00,5.57,Google Ads,A2383,2026-09-07T07:48:42.882130
1385,20241121,17,11,2612,0,0,226.11,0,0,1040.00,0.0000,0.00,0.00,0.00,4.60,Google Ads,A2384,2026-09-07T07:48:42.882130
1386,20241107,10,11,2612,0,0,210.04,0,0,1800.00,0.0000,0.00,0.00,0.00,8.57,Google Ads,A2385,2026-09-07T07:48:42.882130
1387,20241104,10,11,2612,0,0,203.23,0,0,1977.00,0.0000,0.00,0.00,0.00,9.73,Google Ads,A2386,2026-09-07T07:48:42.882130
1388,20241123,6,11,2612,0,0,225.53,0,0,1241.00,0.0000,0.00,0.00,0.00,5.50,Google Ads,A2387,2026-09-07T07:48:42.882130
1389,20241112,12,11,2612,0,0,214.78,0,0,1078.00,0.0000,0.00,0.00,0.00,5.02,Google Ads,A2388,2026-09-07T07:48:42.882130
1390,20241121,17,11,2612,0,0,225.89,0,0,1183.00,0.0000,0.00,0.00,0.00,5.24,Google Ads,A2389,2026-09-07T07:48:42.882130
1391,20241118,2,11,2612,0,0,197.28,0,0,1265.00,0.0000,0.00,0.00,0.00,6.41,Google Ads,A2390,2026-09-07T07:48:42.882130
1392,20241114,13,11,2612,0,0,214.97,0,0,1975.00,0.0000,0.00,0.00,0.00,9.19,Google Ads,A2391,2026-09-07T07:48:42.882130
1393,20241107,17,11,2612,0,0,206.70,0,0,1640.00,0.0000,0.00,0.00,0.00,7.93,Google Ads,A2392,2026-09-07T07:48:42.882130
1394,20241118,7,11,2612,0,0,203.91,0,0,1128.00,0.0000,0.00,0.00,0.00,5.53,Google Ads,A2393,2026-09-07T07:48:42.882130
1395,20241129,13,11,2612,0,0,247.00,0,0,1601.00,0.0000,0.00,0.00,0.00,6.48,Google Ads,A2394,2026-09-07T07:48:42.882130
1396,20241128,2,11,2612,0,0,212.43,0,0,1813.00,0.0000,0.00,0.00,0.00,8.53,Google Ads,A2395,2026-09-07T07:48:42.882130
1397,20241129,7,11,2612,0,0,211.54,0,0,1612.00,0.0000,0.00,0.00,0.00,7.62,Google Ads,A2396,2026-09-07T07:48:42.882130
1398,20241111,14,11,2612,0,0,222.14,0,0,1248.00,0.0000,0.00,0.00,0.00,5.62,Google Ads,A2397,2026-09-07T07:48:42.882130
1399,20241110,14,11,2612,0,0,215.94,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2398,2026-09-07T07:48:42.882130
1400,20241106,14,11,2612,0,0,234.76,0,0,1941.00,0.0000,0.00,0.00,0.00,8.27,Google Ads,A2399,2026-09-07T07:48:42.882130
1401,20241122,2,11,2612,0,0,186.29,0,0,1457.00,0.0000,0.00,0.00,0.00,7.82,Google Ads,A2400,2026-09-07T07:48:42.882130
1402,20241129,5,11,2612,0,0,197.15,0,0,1000.00,0.0000,0.00,0.00,0.00,5.07,Google Ads,A2401,2026-09-07T07:48:42.882130
1403,20241126,16,11,2612,0,0,215.20,0,0,1204.00,0.0000,0.00,0.00,0.00,5.59,Google Ads,A2402,2026-09-07T07:48:42.882130
1404,20241130,2,11,2612,0,0,203.03,0,0,1397.00,0.0000,0.00,0.00,0.00,6.88,Google Ads,A2403,2026-09-07T07:48:42.882130
1405,20241113,8,11,2612,0,0,233.45,0,0,1719.00,0.0000,0.00,0.00,0.00,7.36,Google Ads,A2404,2026-09-07T07:48:42.882130
1406,20241118,2,11,2612,0,0,225.32,0,0,1324.00,0.0000,0.00,0.00,0.00,5.88,Google Ads,A2405,2026-09-07T07:48:42.882130
1407,20241111,7,11,2612,0,0,210.51,0,0,1536.00,0.0000,0.00,0.00,0.00,7.30,Google Ads,A2406,2026-09-07T07:48:42.882130
1408,20241105,4,11,2612,0,0,222.71,0,0,1849.00,0.0000,0.00,0.00,0.00,8.30,Google Ads,A2407,2026-09-07T07:48:42.882130
1409,20241114,8,11,2612,0,0,231.96,0,0,1174.00,0.0000,0.00,0.00,0.00,5.06,Google Ads,A2408,2026-09-07T07:48:42.882130
1410,20241126,4,11,2612,0,0,243.80,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2409,2026-09-07T07:48:42.882130
1411,20241109,3,11,2612,0,0,215.11,0,0,1776.00,0.0000,0.00,0.00,0.00,8.26,Google Ads,A2410,2026-09-07T07:48:42.882130
1412,20241122,13,11,2612,0,0,218.69,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2411,2026-09-07T07:48:42.882130
1413,20241127,3,11,2612,0,0,201.88,0,0,1526.00,0.0000,0.00,0.00,0.00,7.56,Google Ads,A2412,2026-09-07T07:48:42.882130
1414,20241102,9,11,2612,0,0,236.19,0,0,1961.00,0.0000,0.00,0.00,0.00,8.30,Google Ads,A2413,2026-09-07T07:48:42.882130
1415,20241102,9,11,2612,0,0,189.61,0,0,1246.00,0.0000,0.00,0.00,0.00,6.57,Google Ads,A2414,2026-09-07T07:48:42.882130
1416,20241102,17,11,2612,0,0,243.11,0,0,1555.00,0.0000,0.00,0.00,0.00,6.40,Google Ads,A2415,2026-09-07T07:48:42.882130
1417,20241101,17,11,2612,0,0,189.48,0,0,1176.00,0.0000,0.00,0.00,0.00,6.21,Google Ads,A2416,2026-09-07T07:48:42.882130
1418,20241126,6,11,2612,0,0,214.39,0,0,1837.00,0.0000,0.00,0.00,0.00,8.57,Google Ads,A2417,2026-09-07T07:48:42.882130
1419,20241124,9,11,2612,0,0,187.68,0,0,1402.00,0.0000,0.00,0.00,0.00,7.47,Google Ads,A2418,2026-09-07T07:48:42.882130
1420,20241126,11,11,2612,0,0,180.58,0,0,1661.00,0.0000,0.00,0.00,0.00,9.20,Google Ads,A2419,2026-09-07T07:48:42.882130
1421,20241128,17,11,2612,0,0,234.26,0,0,1089.00,0.0000,0.00,0.00,0.00,4.65,Google Ads,A2420,2026-09-07T07:48:42.882130
1422,20241125,16,11,2612,0,0,189.19,0,0,1759.00,0.0000,0.00,0.00,0.00,9.30,Google Ads,A2421,2026-09-07T07:48:42.882130
1423,20241127,4,11,2612,0,0,234.72,0,0,1508.00,0.0000,0.00,0.00,0.00,6.42,Google Ads,A2422,2026-09-07T07:48:42.882130
1424,20241126,12,11,2612,0,0,208.19,0,0,1719.00,0.0000,0.00,0.00,0.00,8.26,Google Ads,A2423,2026-09-07T07:48:42.882130
1425,20241117,13,11,2612,0,0,203.44,0,0,1709.00,0.0000,0.00,0.00,0.00,8.40,Google Ads,A2424,2026-09-07T07:48:42.882130
1426,20241109,6,11,2612,0,0,180.49,0,0,1754.00,0.0000,0.00,0.00,0.00,9.72,Google Ads,A2425,2026-09-07T07:48:42.882130
1427,20241113,11,11,2612,0,0,204.76,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2426,2026-09-07T07:48:42.882130
1428,20241106,13,11,2612,0,0,211.11,0,0,1917.00,0.0000,0.00,0.00,0.00,9.08,Google Ads,A2427,2026-09-07T07:48:42.882130
1429,20241116,12,11,2612,0,0,194.37,0,0,1118.00,0.0000,0.00,0.00,0.00,5.75,Google Ads,A2428,2026-09-07T07:48:42.882130
1430,20241103,7,11,2612,0,0,241.63,0,0,1555.00,0.0000,0.00,0.00,0.00,6.44,Google Ads,A2429,2026-09-07T07:48:42.882130
1431,20241104,15,11,2612,0,0,243.07,0,0,1955.00,0.0000,0.00,0.00,0.00,8.04,Google Ads,A2430,2026-09-07T07:48:42.882130
1432,20241120,7,11,2612,0,0,219.45,0,0,1967.00,0.0000,0.00,0.00,0.00,8.96,Google Ads,A2431,2026-09-07T07:48:42.882130
1433,20241118,13,11,2612,0,0,192.81,0,0,1726.00,0.0000,0.00,0.00,0.00,8.95,Google Ads,A2432,2026-09-07T07:48:42.882130
1434,20241101,12,11,2612,0,0,185.25,0,0,1950.00,0.0000,0.00,0.00,0.00,10.53,Google Ads,A2433,2026-09-07T07:48:42.882130
1435,20241114,9,11,2612,0,0,189.36,0,0,1110.00,0.0000,0.00,0.00,0.00,5.86,Google Ads,A2434,2026-09-07T07:48:42.882130
1436,20241114,17,11,2612,0,0,0.00,0,0,1265.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2435,2026-09-07T07:48:42.882130
1437,20241105,16,11,2612,0,0,196.10,0,0,1096.00,0.0000,0.00,0.00,0.00,5.59,Google Ads,A2436,2026-09-07T07:48:42.882130
1438,20241127,9,11,2612,0,0,240.32,0,0,1645.00,0.0000,0.00,0.00,0.00,6.85,Google Ads,A2437,2026-09-07T07:48:42.882130
1439,20241124,4,11,2612,0,0,218.33,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2438,2026-09-07T07:48:42.882130
1440,20241129,7,11,2612,0,0,237.87,0,0,1739.00,0.0000,0.00,0.00,0.00,7.31,Google Ads,A2439,2026-09-07T07:48:42.882130
1441,20241117,1,11,2612,0,0,214.45,0,0,1594.00,0.0000,0.00,0.00,0.00,7.43,Google Ads,A2440,2026-09-07T07:48:42.882130
1442,20241120,2,11,2612,0,0,195.20,0,0,1460.00,0.0000,0.00,0.00,0.00,7.48,Google Ads,A2441,2026-09-07T07:48:42.882130
1443,20241114,5,11,2612,0,0,200.16,0,0,1727.00,0.0000,0.00,0.00,0.00,8.63,Google Ads,A2442,2026-09-07T07:48:42.882130
1444,20241121,8,11,2612,0,0,239.62,0,0,1814.00,0.0000,0.00,0.00,0.00,7.57,Google Ads,A2443,2026-09-07T07:48:42.882130
1445,20241120,13,11,2612,0,0,213.54,0,0,1666.00,0.0000,0.00,0.00,0.00,7.80,Google Ads,A2444,2026-09-07T07:48:42.882130
1446,20241119,2,11,2612,0,0,193.18,0,0,1783.00,0.0000,0.00,0.00,0.00,9.23,Google Ads,A2445,2026-09-07T07:48:42.882130
1447,20241111,18,11,2612,0,0,192.71,0,0,1158.00,0.0000,0.00,0.00,0.00,6.01,Google Ads,A2446,2026-09-07T07:48:42.882130
1448,20241129,10,11,2612,0,0,213.36,0,0,1959.00,0.0000,0.00,0.00,0.00,9.18,Google Ads,A2447,2026-09-07T07:48:42.882130
1449,20241115,15,11,2612,0,0,236.41,0,0,1832.00,0.0000,0.00,0.00,0.00,7.75,Google Ads,A2448,2026-09-07T07:48:42.882130
1450,20241114,18,11,2612,0,0,212.46,0,0,1813.00,0.0000,0.00,0.00,0.00,8.53,Google Ads,A2449,2026-09-07T07:48:42.882130
1451,20241122,5,11,2612,0,0,0.00,0,0,1629.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2450,2026-09-07T07:48:42.882130
1452,20241113,6,11,2612,0,0,214.26,0,0,1629.00,0.0000,0.00,0.00,0.00,7.60,Google Ads,A2451,2026-09-07T07:48:42.882130
1453,20241123,3,11,2612,0,0,239.73,0,0,1070.00,0.0000,0.00,0.00,0.00,4.46,Google Ads,A2452,2026-09-07T07:48:42.882130
1454,20241112,7,11,2612,0,0,233.66,0,0,1407.00,0.0000,0.00,0.00,0.00,6.02,Google Ads,A2453,2026-09-07T07:48:42.882130
1455,20241110,11,11,2612,0,0,236.54,0,0,1877.00,0.0000,0.00,0.00,0.00,7.94,Google Ads,A2454,2026-09-07T07:48:42.882130
1456,20241117,4,11,2612,0,0,246.85,0,0,1723.00,0.0000,0.00,0.00,0.00,6.98,Google Ads,A2455,2026-09-07T07:48:42.882130
1457,20241125,7,11,2612,0,0,209.74,0,0,1893.00,0.0000,0.00,0.00,0.00,9.03,Google Ads,A2456,2026-09-07T07:48:42.882130
1458,20241116,2,11,2612,0,0,184.55,0,0,1601.00,0.0000,0.00,0.00,0.00,8.68,Google Ads,A2457,2026-09-07T07:48:42.882130
1459,20241109,17,11,2612,0,0,206.61,0,0,1868.00,0.0000,0.00,0.00,0.00,9.04,Google Ads,A2458,2026-09-07T07:48:42.882130
1460,20241124,14,11,2612,0,0,180.20,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2459,2026-09-07T07:48:42.882130
1461,20241120,7,11,2612,0,0,205.34,0,0,1903.00,0.0000,0.00,0.00,0.00,9.27,Google Ads,A2460,2026-09-07T07:48:42.882130
1462,20241102,4,11,2612,0,0,184.77,0,0,1906.00,0.0000,0.00,0.00,0.00,10.32,Google Ads,A2461,2026-09-07T07:48:42.882130
1463,20241119,5,11,2612,0,0,202.54,0,0,1082.00,0.0000,0.00,0.00,0.00,5.34,Google Ads,A2462,2026-09-07T07:48:42.882130
1464,20241106,11,11,2612,0,0,249.13,0,0,1981.00,0.0000,0.00,0.00,0.00,7.95,Google Ads,A2463,2026-09-07T07:48:42.882130
1465,20241104,16,11,2612,0,0,182.42,0,0,1109.00,0.0000,0.00,0.00,0.00,6.08,Google Ads,A2464,2026-09-07T07:48:42.882130
1466,20241125,2,11,2612,0,0,247.41,0,0,1266.00,0.0000,0.00,0.00,0.00,5.12,Google Ads,A2465,2026-09-07T07:48:42.882130
1467,20241105,8,11,2612,0,0,197.90,0,0,1476.00,0.0000,0.00,0.00,0.00,7.46,Google Ads,A2466,2026-09-07T07:48:42.882130
1468,20241101,17,11,2612,0,0,235.19,0,0,1740.00,0.0000,0.00,0.00,0.00,7.40,Google Ads,A2467,2026-09-07T07:48:42.882130
1469,20241102,11,11,2612,0,0,216.66,0,0,1877.00,0.0000,0.00,0.00,0.00,8.66,Google Ads,A2468,2026-09-07T07:48:42.882130
1470,20241114,1,11,2612,0,0,235.42,0,0,1124.00,0.0000,0.00,0.00,0.00,4.77,Google Ads,A2469,2026-09-07T07:48:42.882130
1471,20241117,4,11,2612,0,0,185.78,0,0,1093.00,0.0000,0.00,0.00,0.00,5.88,Google Ads,A2470,2026-09-07T07:48:42.882130
1472,20241111,1,11,2612,0,0,198.44,0,0,1755.00,0.0000,0.00,0.00,0.00,8.84,Google Ads,A2471,2026-09-07T07:48:42.882130
1473,20241123,13,11,2612,0,0,240.77,0,0,1004.00,0.0000,0.00,0.00,0.00,4.17,Google Ads,A2472,2026-09-07T07:48:42.882130
1474,20241123,14,11,2612,0,0,182.22,0,0,1300.00,0.0000,0.00,0.00,0.00,7.13,Google Ads,A2473,2026-09-07T07:48:42.882130
1475,20241123,1,11,2612,0,0,191.22,0,0,1588.00,0.0000,0.00,0.00,0.00,8.30,Google Ads,A2474,2026-09-07T07:48:42.882130
1476,20241106,9,11,2612,0,0,201.32,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2475,2026-09-07T07:48:42.882130
1477,20241125,2,11,2612,0,0,203.40,0,0,1562.00,0.0000,0.00,0.00,0.00,7.68,Google Ads,A2476,2026-09-07T07:48:42.882130
1478,20241113,18,11,2612,0,0,182.47,0,0,1768.00,0.0000,0.00,0.00,0.00,9.69,Google Ads,A2477,2026-09-07T07:48:42.882130
1479,20241123,6,11,2612,0,0,195.17,0,0,1083.00,0.0000,0.00,0.00,0.00,5.55,Google Ads,A2478,2026-09-07T07:48:42.882130
1480,20241107,4,11,2612,0,0,189.73,0,0,1700.00,0.0000,0.00,0.00,0.00,8.96,Google Ads,A2479,2026-09-07T07:48:42.882130
1481,20241113,10,11,2612,0,0,232.09,0,0,1252.00,0.0000,0.00,0.00,0.00,5.39,Google Ads,A2480,2026-09-07T07:48:42.882130
1482,20241123,3,11,2612,0,0,185.69,0,0,1597.00,0.0000,0.00,0.00,0.00,8.60,Google Ads,A2481,2026-09-07T07:48:42.882130
1483,20241113,9,11,2612,0,0,192.00,0,0,1890.00,0.0000,0.00,0.00,0.00,9.84,Google Ads,A2482,2026-09-07T07:48:42.882130
1484,20241129,10,11,2612,0,0,189.57,0,0,1750.00,0.0000,0.00,0.00,0.00,9.23,Google Ads,A2483,2026-09-07T07:48:42.882130
1485,20241108,12,11,2612,0,0,232.51,0,0,1510.00,0.0000,0.00,0.00,0.00,6.49,Google Ads,A2484,2026-09-07T07:48:42.882130
1486,20241117,16,11,2612,0,0,206.95,0,0,1902.00,0.0000,0.00,0.00,0.00,9.19,Google Ads,A2485,2026-09-07T07:48:42.882130
1487,20241126,15,11,2612,0,0,212.42,0,0,1890.00,0.0000,0.00,0.00,0.00,8.90,Google Ads,A2486,2026-09-07T07:48:42.882130
1488,20241102,15,11,2612,0,0,181.74,0,0,1933.00,0.0000,0.00,0.00,0.00,10.64,Google Ads,A2487,2026-09-07T07:48:42.882130
1489,20241114,17,11,2612,0,0,196.83,0,0,1094.00,0.0000,0.00,0.00,0.00,5.56,Google Ads,A2488,2026-09-07T07:48:42.882130
1490,20241125,12,11,2612,0,0,239.47,0,0,1474.00,0.0000,0.00,0.00,0.00,6.16,Google Ads,A2489,2026-09-07T07:48:42.882130
1491,20241105,8,11,2612,0,0,228.79,0,0,1101.00,0.0000,0.00,0.00,0.00,4.81,Google Ads,A2490,2026-09-07T07:48:42.882130
1492,20241125,6,11,2612,0,0,228.34,0,0,1473.00,0.0000,0.00,0.00,0.00,6.45,Google Ads,A2491,2026-09-07T07:48:42.882130
1493,20241116,2,11,2612,0,0,187.72,0,0,1428.00,0.0000,0.00,0.00,0.00,7.61,Google Ads,A2492,2026-09-07T07:48:42.882130
1494,20241107,13,11,2612,0,0,191.84,0,0,1918.00,0.0000,0.00,0.00,0.00,10.00,Google Ads,A2493,2026-09-07T07:48:42.882130
1495,20241118,10,11,2612,0,0,195.40,0,0,1273.00,0.0000,0.00,0.00,0.00,6.51,Google Ads,A2494,2026-09-07T07:48:42.882130
1496,20241107,7,11,2612,0,0,190.83,0,0,1399.00,0.0000,0.00,0.00,0.00,7.33,Google Ads,A2495,2026-09-07T07:48:42.882130
1497,20241127,10,11,2612,0,0,249.65,0,0,1411.00,0.0000,0.00,0.00,0.00,5.65,Google Ads,A2496,2026-09-07T07:48:42.882130
1498,20241125,13,11,2612,0,0,224.51,0,0,1946.00,0.0000,0.00,0.00,0.00,8.67,Google Ads,A2497,2026-09-07T07:48:42.882130
1499,20241121,18,11,2612,0,0,185.71,0,0,1630.00,0.0000,0.00,0.00,0.00,8.78,Google Ads,A2498,2026-09-07T07:48:42.882130
1500,20241119,4,11,2612,0,0,245.48,0,0,0.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2499,2026-09-07T07:48:42.882130
1501,20241120,16,11,2612,0,0,198.39,0,0,1250.00,0.0000,0.00,0.00,0.00,6.30,Google Ads,A2500,2026-09-07T07:48:42.882130
1502,20241113,15,11,2612,0,0,196.06,0,0,1069.00,0.0000,0.00,0.00,0.00,5.45,Google Ads,A2501,2026-09-07T07:48:42.882130
1503,20241117,11,11,2612,0,0,235.79,0,0,1238.00,0.0000,0.00,0.00,0.00,5.25,Google Ads,A2502,2026-09-07T07:48:42.882130
1504,20241118,9,11,2612,0,0,214.00,0,0,1709.00,0.0000,0.00,0.00,0.00,7.99,Google Ads,A2503,2026-09-07T07:48:42.882130
1505,20241118,12,11,2612,0,0,204.50,0,0,1494.00,0.0000,0.00,0.00,0.00,7.31,Google Ads,A2504,2026-09-07T07:48:42.882130
1506,20241113,5,11,2612,0,0,0.00,0,0,1557.00,0.0000,0.00,0.00,0.00,0.00,Google Ads,A2505,2026-09-07T07:48:42.882130
1507,20241101,1,11,2612,0,0,211.56,0,0,1229.00,0.0000,0.00,0.00,0.00,5.81,Google Ads,A2506,2026-09-07T07:48:42.882130
1508,20241126,5,11,2612,0,0,186.11,0,0,1080.00,0.0000,0.00,0.00,0.00,5.80,Google Ads,A2507,2026-09-07T07:48:42.882130
1509,20241114,14,11,2612,0,0,232.87,0,0,1162.00,0.0000,0.00,0.00,0.00,4.99,Google Ads,A2508,2026-09-07T07:48:42.882130
1510,20241127,9,11,2612,0,0,230.92,0,0,1422.00,0.0000,0.00,0.00,0.00,6.16,Google Ads,A2509,2026-09-07T07:48:42.882130
1511,20241119,2,11,2612,0,0,217.25,0,0,1814.00,0.0000,0.00,0.00,0.00,8.35,Google Ads,A2510,2026-09-07T07:48:42.882130
1512,20241119,8,11,2612,0,0,243.86,0,0,1612.00,0.0000,0.00,0.00,0.00,6.61,Google Ads,A2511,2026-09-07T07:48:42.882130
1513,20241103,16,11,2612,0,0,181.04,0,0,1039.00,0.0000,0.00,0.00,0.00,5.74,Google Ads,A2512,2026-09-07T07:48:42.882130
1514,20241118,13,11,2612,0,0,222.57,0,0,1527.00,0.0000,0.00,0.00,0.00,6.86,Google Ads,A2513,2026-09-07T07:48:42.882130
1515,20241123,11,11,2612,0,0,181.05,0,0,1627.00,0.0000,0.00,0.00,0.00,8.99,Google Ads,A2514,2026-09-07T07:48:42.882130
1516,20241121,17,11,2612,0,0,180.25,0,0,1640.00,0.0000,0.00,0.00,0.00,9.10,Google Ads,A2515,2026-09-07T07:48:42.882130
1517,20241123,13,11,2612,0,0,215.59,0,0,1883.00,0.0000,0.00,0.00,0.00,8.73,Google Ads,A2516,2026-09-07T07:48:42.882130
1518,20241130,18,11,2612,0,0,248.09,0,0,1378.00,0.0000,0.00,0.00,0.00,5.55,Google Ads,A2517,2026-09-07T07:48:42.882130
1519,20241104,18,11,2612,0,0,220.69,0,0,1624.00,0.0000,0.00,0.00,0.00,7.36,Google Ads,A2518,2026-09-07T07:48:42.882130
1520,20241125,2,11,2612,0,0,208.92,0,0,1714.00,0.0000,0.00,0.00,0.00,8.20,Google Ads,A2519,2026-09-07T07:48:42.882130
1521,20241127,2,11,2612,0,0,247.54,0,0,1883.00,0.0000,0.00,0.00,0.00,7.61,Google Ads,A2520,2026-09-07T07:48:42.882130
1522,20241119,10,11,2612,0,0,198.95,0,0,1301.00,0.0000,0.00,0.00,0.00,6.54,Google Ads,A2521,2026-09-07T07:48:42.882130
1523,20241125,4,11,2612,0,0,233.81,0,0,1090.00,0.0000,0.00,0.00,0.00,4.66,Google Ads,A2522,2026-09-07T07:48:42.882130
1524,20241121,12,11,2612,0,0,191.04,0,0,1687.00,0.0000,0.00,0.00,0.00,8.83,Google Ads,A2523,2026-09-07T07:48:42.882130
1525,20241107,14,11,2612,0,0,230.44,0,0,1610.00,0.0000,0.00,0.00,0.00,6.99,Google Ads,A2524,2026-09-07T07:48:42.882130
1526,20241118,2,11,2612,0,0,246.15,0,0,1345.00,0.0000,0.00,0.00,0.00,5.46,Google Ads,A2525,2026-09-07T07:48:42.882130
1527,20241130,17,11,2612,0,0,205.46,0,0,1435.00,0.0000,0.00,0.00,0.00,6.98,Google Ads,A2526,2026-09-07T07:48:42.882130
1528,20241127,9,11,2612,0,0,206.72,0,0,1213.00,0.0000,0.00,0.00,0.00,5.87,Google Ads,A2527,2026-09-07T07:48:42.882130
