LeadFactKey,CustomerKey,LocationKey,TimeSpentOnSite,EstimatedSalary,HasConverted,LeadQualityTier,SourceSystem,ETL_LoadedAt
453,43572,1,30.15,20207.60,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
454,43403,1,33.14,82693.81,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
455,43503,1,38.42,60894.22,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
456,43485,1,38.17,28728.32,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
457,43798,1,37.27,51874.98,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
458,43761,1,38.48,44371.60,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
459,43555,1,35.84,53724.76,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
460,43456,1,41.46,75923.25,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
461,43556,1,32.02,50527.99,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
462,43612,1,23.05,37980.93,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
463,43412,1,53.15,43293.51,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
464,43662,1,21.22,35116.30,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
465,43755,1,47.94,60416.70,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
466,43691,1,22.40,48432.03,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
467,43489,1,37.01,73057.24,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
468,43774,1,42.89,58162.28,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
469,43628,1,34.62,61696.33,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
470,43658,1,23.40,49708.91,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
471,43665,1,31.94,18554.52,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
472,43731,1,41.69,90106.14,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
473,43836,1,33.65,32293.75,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
474,43406,1,37.71,55642.80,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
475,43615,1,36.50,94315.46,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
476,43710,1,35.52,57641.39,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
477,43542,1,40.26,60281.71,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
478,43843,1,19.91,32894.52,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
479,43619,1,18.29,33736.55,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
480,43601,1,38.25,95100.12,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
481,43740,1,31.58,29424.29,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
482,43769,1,29.49,25982.68,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
483,43467,1,31.01,51162.99,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
484,43609,1,45.49,67660.88,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
485,43851,1,44.25,79679.14,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
486,43801,1,31.58,33465.46,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
487,43499,1,26.24,61347.17,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
488,43799,1,33.52,56801.93,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
489,43835,1,24.88,45924.57,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
490,43605,1,22.44,52851.50,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
491,43713,1,33.59,58833.68,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
492,43475,1,33.82,46063.71,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
493,43522,1,19.22,44969.13,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
494,43733,1,41.50,65690.97,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
495,43538,1,48.48,66439.65,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
496,43694,1,36.77,53464.43,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
497,43883,1,31.44,75520.26,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
498,43558,1,25.21,77888.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
499,43684,1,43.17,41033.05,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
500,43532,1,40.46,53966.28,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
501,43847,1,24.12,47698.83,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
502,43717,1,34.00,38273.28,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
503,43452,1,20.29,45012.50,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
504,43669,1,28.25,57275.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
505,43828,1,27.87,23552.77,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
506,43458,1,18.68,92596.75,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
507,43631,1,37.63,51037.35,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
508,43618,1,33.27,54127.02,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
509,43587,1,24.71,58164.60,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
510,43602,1,37.53,62850.32,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
511,43511,1,34.75,49052.90,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
512,43737,1,47.07,80709.84,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
513,43853,1,38.22,41201.79,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
514,43515,1,36.52,88045.22,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
515,43583,1,28.88,37592.78,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
516,43766,1,22.90,34498.66,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
517,43723,1,29.05,39105.72,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
518,43701,1,29.69,41098.88,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
519,43529,1,50.04,69461.33,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
520,43429,1,41.10,82404.98,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
521,43561,1,39.35,73499.55,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
522,43443,1,40.13,75594.06,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
523,43859,1,37.75,73687.48,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
524,43634,1,60.00,76499.12,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
525,43807,1,17.10,61661.77,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
526,43818,1,41.99,54726.99,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
527,43677,1,25.80,30541.14,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
528,43714,1,15.05,97646.22,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
529,43675,1,39.61,61820.97,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
530,43876,1,43.14,63831.94,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
531,43865,1,42.88,61908.40,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
532,43525,1,39.05,73516.58,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
533,43613,1,42.90,78401.67,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
534,43757,1,44.43,86895.48,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
535,43496,1,41.70,80543.11,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
536,43441,1,38.86,55358.82,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
537,43564,1,32.33,38914.63,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
538,43606,1,18.88,52519.00,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
539,43490,1,25.91,20.00,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
540,43852,1,41.10,49463.38,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
541,43437,1,29.19,52677.41,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
542,43793,1,43.19,90494.11,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
543,43759,1,50.88,53562.23,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
544,43790,1,13.98,45622.74,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
545,43655,1,16.30,32920.52,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
546,43455,1,29.47,69107.48,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
547,43854,1,34.54,78156.46,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
548,43842,1,30.52,12066.02,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
549,43567,1,25.09,61653.38,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
550,43806,1,20.71,7147.72,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
551,43726,1,33.05,74329.32,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
552,43646,1,24.43,20934.75,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
553,43785,1,38.81,61298.92,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
554,43776,1,40.63,59477.38,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
555,43500,1,28.15,62880.74,False,Tier 3 - High Income Non-Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
556,43409,1,24.09,18907.67,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
557,43408,1,25.55,21076.60,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
558,43570,1,32.27,52020.65,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
559,43817,1,53.05,73043.34,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
560,43863,1,40.52,68368.65,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
561,43825,1,20.58,26876.97,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
562,43416,1,44.50,52140.28,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
563,43514,1,26.04,74911.04,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
564,43747,1,39.90,66293.67,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
565,43527,1,37.72,64695.98,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
566,43862,1,30.39,59519.43,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
567,43732,14472,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
568,43827,14472,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
569,43732,14475,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
570,43827,14475,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
571,43732,14476,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
572,43827,14476,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
573,43732,14478,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
574,43827,14478,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
575,43732,14480,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
576,43827,14480,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
577,43732,14483,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
578,43827,14483,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
579,43732,14486,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
580,43827,14486,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
581,43732,14510,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
582,43827,14510,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
583,43732,14513,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
584,43827,14513,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
585,43732,14515,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
586,43827,14515,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
587,43732,14525,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
588,43827,14525,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
589,43732,14527,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
590,43827,14527,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
591,43732,14530,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
592,43827,14530,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
593,43732,14534,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
594,43827,14534,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
595,43732,14535,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
596,43827,14535,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
597,43732,14538,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
598,43827,14538,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
599,43732,14544,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
600,43827,14544,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
601,43732,14559,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
602,43827,14559,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
603,43732,14563,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
604,43827,14563,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
605,43732,14571,35.83,55333.73,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
606,43827,14571,28.38,90144.10,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
607,43531,1,53.07,65344.84,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
608,43534,1,48.35,55006.64,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
609,43891,1,37.84,57841.36,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
610,43447,1,29.40,50778.34,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
611,43770,1,38.80,73002.17,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
612,43809,1,36.87,87907.99,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
613,43651,1,34.06,55982.98,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
614,43829,1,20.78,25642.64,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
615,43470,1,32.66,75011.16,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
616,43516,1,45.88,51288.01,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
617,43873,1,30.98,13176.25,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
618,43738,1,37.67,62034.49,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
619,43547,1,32.95,43135.14,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
620,43498,1,44.19,65245.87,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
621,43841,1,44.45,78039.79,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
622,43707,1,29.85,56665.66,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
623,43557,1,30.92,19123.47,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
624,43549,1,29.18,37684.86,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
625,43501,1,23.65,29808.11,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
626,43773,1,36.21,59017.36,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
627,43524,1,24.62,34721.75,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
628,43745,1,34.10,74668.66,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
629,43861,1,33.20,89051.99,True,Tier 1 - High Value Converting,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
630,43621,1,33.35,52020.92,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
631,43661,1,25.25,30920.80,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
632,43425,1,41.70,40214.08,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
633,43565,1,32.61,51835.65,True,Tier 2 - Converting Lead,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
634,43476,1,35.32,23989.81,False,Tier 4 - Standard Audience,Meta Ads Lead Gen,2026-09-07T07:48:44.670733
