DateKey,FullDate,YearNumber,MonthNumber,MonthName,FinancialQuarter,FinancialYear,DayName,IsWeekend,TotalOrders,ValidOrders,CancelledOrders,TotalUnits,ValidUnits,GrossMerchandiseValue,NetRevenue,DeliveredRevenue,CancelledRevenue,ReturnedRevenue,EstimatedTotalCOGS,EstimatedGrossProfit,AverageOrderValue,CancellationRatePct,EstimatedGrossMarginPct
20240606,2024-06-06,2024,6,June,FQ1,FY24-25,Thursday,False,53,52,1,167,164,41007.56,40557.55,35382.64,450.01,0.00,21868.75,18688.89,779.950000,1.89,45.570000
20220517,2022-05-17,2022,5,May,FQ1,FY22-23,Tuesday,False,1188,1025,163,1235,1182,820339.12,736103.81,324460.63,84235.31,32273.29,331479.04,404624.90,718.150000,13.72,49.320000
20240710,2024-07-10,2024,7,July,FQ2,FY24-25,Wednesday,False,48,48,0,138,138,44090.37,44090.37,39863.77,0.00,360.19,23778.91,20311.62,918.550000,0.0,46.070000
20200111,2020-01-11,2020,1,January,FQ4,FY19-20,Saturday,True,57,57,0,162,162,48709.45,48709.45,38721.95,0.00,2638.43,26165.44,22543.99,854.550000,0.0,46.280000
20200705,2020-07-05,2020,7,July,FQ2,FY20-21,Sunday,True,55,53,2,175,172,58472.75,57819.87,53050.32,652.88,1484.68,31543.73,26276.16,1090.940000,3.64,44.940000
20230621,2023-06-21,2023,6,June,FQ1,FY23-24,Wednesday,False,48,45,3,139,129,46601.56,44977.02,37465.79,1624.54,1697.33,25026.12,19950.99,999.490000,6.25,42.810000
20220916,2022-09-16,2022,9,September,FQ2,FY22-23,Friday,False,67,63,4,174,166,51540.12,49338.45,39730.42,2201.67,2215.36,27118.46,22220.02,783.150000,5.97,43.110000
20220324,2022-03-24,2022,3,March,FQ4,FY21-22,Thursday,False,58,56,2,183,174,56149.67,53366.37,39238.42,2783.30,4330.45,29438.57,23927.98,952.970000,3.45,42.610000
20210111,2021-01-11,2021,1,January,FQ4,FY20-21,Monday,False,62,60,2,191,183,59372.64,55520.91,40366.01,3851.73,1095.93,31593.16,23927.86,925.350000,3.23,40.300000
20231104,2023-11-04,2023,11,November,FQ3,FY23-24,Saturday,True,62,59,3,191,183,55053.24,53721.67,45845.61,1331.57,2448.26,29369.43,24352.18,910.540000,4.84,44.230000
20240517,2024-05-17,2024,5,May,FQ1,FY24-25,Friday,False,57,56,1,168,166,52804.71,51795.98,41670.97,1008.73,676.84,28091.56,23704.42,924.930000,1.75,44.890000
20240621,2024-06-21,2024,6,June,FQ1,FY24-25,Friday,False,63,58,5,189,175,57546.58,53071.97,39252.12,4474.61,2069.82,28647.98,24424.11,915.030000,7.94,42.440000
20210225,2021-02-25,2021,2,February,FQ4,FY20-21,Thursday,False,57,56,1,174,172,57451.90,56649.38,43053.93,802.52,487.85,31430.70,25218.59,1011.600000,1.75,43.900000
20231118,2023-11-18,2023,11,November,FQ3,FY23-24,Saturday,True,65,62,3,198,189,55984.72,52239.93,36093.63,3744.79,781.47,27970.22,24269.91,842.580000,4.62,43.350000
20231116,2023-11-16,2023,11,November,FQ3,FY23-24,Thursday,False,62,60,2,197,190,57756.69,55567.92,39125.77,2188.77,2263.94,30425.81,25142.08,926.130000,3.23,43.530000
20230131,2023-01-31,2023,1,January,FQ4,FY22-23,Tuesday,False,55,54,1,169,168,55315.54,55162.06,40151.74,153.48,836.50,30608.11,24554.00,1021.520000,1.82,44.390000
20210527,2021-05-27,2021,5,May,FQ1,FY21-22,Thursday,False,55,55,0,149,149,42313.17,42313.17,24755.48,0.00,6821.42,22955.06,19358.12,769.330000,0.0,45.750000
20241225,2024-12-25,2024,12,December,FQ3,FY24-25,Wednesday,False,49,46,3,123,116,38416.21,36571.73,26562.46,1844.48,3074.91,19798.61,16773.12,795.040000,6.12,43.660000
20240527,2024-05-27,2024,5,May,FQ1,FY24-25,Monday,False,48,47,1,156,152,50153.19,47793.96,29439.80,2359.23,1774.29,25818.07,21975.92,1016.890000,2.08,43.820000
20240205,2024-02-05,2024,2,February,FQ4,FY23-24,Monday,False,42,42,0,122,122,37445.15,37445.15,31650.89,0.00,936.17,20900.85,16544.40,891.550000,0.0,44.180000
20230302,2023-03-02,2023,3,March,FQ4,FY22-23,Thursday,False,71,70,1,223,218,73420.49,72101.49,59097.73,1319.00,1249.13,38845.24,33256.36,1030.020000,1.41,45.300000
20230816,2023-08-16,2023,8,August,FQ2,FY23-24,Wednesday,False,60,58,2,166,160,52152.06,50646.09,37939.75,1505.97,2121.45,27378.33,23267.66,873.210000,3.33,44.620000
20220225,2022-02-25,2022,2,February,FQ4,FY21-22,Friday,False,56,55,1,156,154,46273.39,46236.67,34288.55,36.72,1260.49,25242.47,20994.26,840.670000,1.79,45.370000
20230710,2023-07-10,2023,7,July,FQ2,FY23-24,Monday,False,61,58,3,198,187,59227.62,55776.82,41540.09,3450.80,3064.64,32280.15,23496.73,961.670000,4.92,39.670000
20201024,2020-10-24,2020,10,October,FQ3,FY20-21,Saturday,True,50,49,1,154,149,49504.80,48788.82,37205.35,715.98,1364.74,25942.37,22846.64,995.690000,2.0,46.150000
20230510,2023-05-10,2023,5,May,FQ1,FY23-24,Wednesday,False,57,55,2,170,165,52346.20,50551.38,44283.27,1794.82,0.00,28354.97,22196.41,919.120000,3.51,42.400000
20230517,2023-05-17,2023,5,May,FQ1,FY23-24,Wednesday,False,62,61,1,178,177,58544.16,58104.41,46594.86,439.75,2285.40,31330.98,26773.45,952.530000,1.61,45.730000
20210918,2021-09-18,2021,9,September,FQ2,FY21-22,Saturday,True,63,61,2,192,185,61032.76,57196.52,39265.30,3836.24,43.91,30923.48,26273.24,937.650000,3.17,43.050000
20210324,2021-03-24,2021,3,March,FQ4,FY20-21,Wednesday,False,47,46,1,134,129,36807.15,34371.25,28560.71,2435.90,1773.39,18497.91,15873.38,747.200000,2.13,43.130000
20220111,2022-01-11,2022,1,January,FQ4,FY21-22,Tuesday,False,67,64,3,186,176,54163.88,52632.45,40766.93,1531.43,1435.69,28102.00,24530.66,822.380000,4.48,45.290000
20240502,2024-05-02,2024,5,May,FQ1,FY24-25,Thursday,False,44,42,2,140,132,43695.77,41038.57,30618.65,2657.20,0.00,21830.82,19207.79,977.110000,4.55,43.960000
20200527,2020-05-27,2020,5,May,FQ1,FY20-21,Wednesday,False,46,46,0,149,149,47047.47,47047.47,38161.23,0.00,539.08,26223.33,20824.21,1022.770000,0.0,44.260000
20220918,2022-09-18,2022,9,September,FQ2,FY22-23,Sunday,True,64,62,2,177,174,48991.00,48672.30,31065.93,318.70,3785.97,25774.98,22897.47,785.040000,3.13,46.740000
20211126,2021-11-26,2021,11,November,FQ3,FY21-22,Friday,False,53,52,1,160,156,43326.90,43109.05,36825.03,217.85,712.33,23695.11,19413.99,829.020000,1.89,44.810000
20240923,2024-09-23,2024,9,September,FQ2,FY24-25,Monday,False,52,52,0,156,156,48929.85,48929.85,38191.30,0.00,2186.42,28168.19,20761.60,940.960000,0.0,42.430000
20210903,2021-09-03,2021,9,September,FQ2,FY21-22,Friday,False,69,69,0,214,214,63487.39,63487.39,46241.76,0.00,2963.47,34372.92,29114.51,920.110000,0.0,45.860000
20230420,2023-04-20,2023,4,April,FQ1,FY23-24,Thursday,False,55,50,5,156,141,49809.88,45040.59,35077.85,4769.29,1004.17,24641.05,20399.48,900.810000,9.09,40.950000
20241116,2024-11-16,2024,11,November,FQ3,FY24-25,Saturday,True,67,65,2,211,206,54222.70,51383.99,39594.21,2838.71,3061.27,28744.27,22639.95,790.520000,2.99,41.750000
20200903,2020-09-03,2020,9,September,FQ2,FY20-21,Thursday,False,68,67,1,208,206,70143.17,70034.05,59965.99,109.12,167.78,38344.97,31689.22,1045.280000,1.47,45.180000
20240903,2024-09-03,2024,9,September,FQ2,FY24-25,Tuesday,False,47,46,1,112,110,33338.00,32785.94,24500.59,552.06,0.00,18195.46,14590.51,712.740000,2.13,43.770000
20220903,2022-09-03,2022,9,September,FQ2,FY22-23,Saturday,True,55,51,4,151,138,43489.80,39925.82,23727.18,3563.98,0.00,21388.23,18537.69,782.860000,7.27,42.630000
20230918,2023-09-18,2023,9,September,FQ2,FY23-24,Monday,False,62,60,2,191,186,53758.73,51961.53,36411.36,1797.20,282.53,28855.14,23106.46,866.030000,3.23,42.980000
20240715,2024-07-15,2024,7,July,FQ2,FY24-25,Monday,False,46,45,1,137,134,36892.86,35189.31,31453.13,1703.55,414.84,19695.48,15493.87,781.980000,2.17,42.000000
20230324,2023-03-24,2023,3,March,FQ4,FY22-23,Friday,False,47,45,2,139,129,35860.54,32881.69,27699.01,2978.85,0.00,18026.13,14855.59,730.700000,4.26,41.430000
20220131,2022-01-31,2022,1,January,FQ4,FY21-22,Monday,False,79,77,2,240,237,68488.29,67366.99,48305.51,1121.30,2154.25,37006.97,30360.09,874.900000,2.53,44.330000
20240302,2024-03-02,2024,3,March,FQ4,FY23-24,Saturday,True,48,46,2,155,147,45671.39,42803.35,38585.31,2868.04,0.00,23869.65,18933.71,930.510000,4.17,41.460000
20200131,2020-01-31,2020,1,January,FQ4,FY19-20,Friday,False,55,53,2,190,182,57262.80,55820.02,45049.89,1442.78,6847.20,30725.69,25094.38,1053.210000,3.64,43.820000
20230111,2023-01-11,2023,1,January,FQ4,FY22-23,Wednesday,False,63,59,4,179,164,56115.08,50051.57,41825.01,6063.51,371.51,26702.25,23349.48,848.330000,6.35,41.610000
20201126,2020-11-26,2020,11,November,FQ3,FY20-21,Thursday,False,56,56,0,162,162,53484.74,53484.74,49669.64,0.00,485.75,30308.86,23175.85,955.080000,0.0,43.330000
20200314,2020-03-14,2020,3,March,FQ4,FY19-20,Saturday,True,57,57,0,155,155,48347.66,48347.66,38002.35,0.00,807.27,26040.02,22307.74,848.200000,0.0,46.140000
20240111,2024-01-11,2024,1,January,FQ4,FY23-24,Thursday,False,48,46,2,143,136,46619.59,45142.24,36256.65,1477.35,0.00,23793.47,21348.88,981.350000,4.17,45.790000
20200514,2020-05-14,2020,5,May,FQ1,FY20-21,Thursday,False,45,44,1,156,152,45949.80,44922.18,42808.26,1027.62,910.19,24721.75,20200.51,1020.960000,2.22,43.960000
20210621,2021-06-21,2021,6,June,FQ1,FY21-22,Monday,False,58,58,0,168,168,50974.78,50974.78,37575.61,0.00,2349.86,28072.16,22902.78,878.880000,0.0,44.930000
20221126,2022-11-26,2022,11,November,FQ3,FY22-23,Saturday,True,56,53,3,154,148,49747.60,48814.34,35759.97,933.26,3275.57,26489.32,22325.13,921.030000,5.36,44.880000
20230527,2023-05-27,2023,5,May,FQ1,FY23-24,Saturday,True,54,53,1,161,156,51168.69,48722.84,39479.59,2445.85,3980.70,26785.04,21937.83,919.300000,1.85,42.870000
20230923,2023-09-23,2023,9,September,FQ2,FY23-24,Saturday,True,48,47,1,144,140,40414.52,39128.54,27476.41,1285.98,794.25,21607.53,17521.10,832.520000,2.08,43.350000
20211212,2021-12-12,2021,12,December,FQ3,FY21-22,Sunday,True,47,46,1,122,121,34189.32,33736.87,26063.24,452.45,888.99,18393.21,15343.62,733.410000,2.13,44.880000
20200225,2020-02-25,2020,2,February,FQ4,FY19-20,Tuesday,False,49,46,3,154,147,46510.95,44598.03,36264.17,1912.92,0.00,24285.60,20312.64,969.520000,6.12,43.670000
20220412,2022-04-12,2022,4,April,FQ1,FY22-23,Tuesday,False,4346,4121,225,12567,12482,1766298.88,1671645.34,1092913.10,88846.54,31512.98,1114884.80,554317.51,405.640000,5.18,31.380000
20220525,2022-05-25,2022,5,May,FQ1,FY22-23,Wednesday,False,1267,1111,156,1368,1305,884323.02,815428.25,206657.86,68894.77,12880.17,371730.77,443697.66,733.960000,12.31,50.170000
20220506,2022-05-06,2022,5,May,FQ1,FY22-23,Friday,False,1334,1188,146,1401,1344,945629.63,883383.34,246725.51,62246.29,15971.94,407968.97,475414.44,743.590000,10.94,50.270000
20200104,2020-01-04,2020,1,January,FQ4,FY19-20,Saturday,True,59,56,3,197,189,58572.99,56365.03,35494.78,2207.96,6606.10,30078.41,26286.66,1006.520000,5.08,44.880000
20210901,2021-09-01,2021,9,September,FQ2,FY21-22,Wednesday,False,52,47,5,153,136,46069.32,41246.47,35350.52,4822.85,465.49,22422.07,18824.37,877.580000,9.62,40.860000
20210629,2021-06-29,2021,6,June,FQ1,FY21-22,Tuesday,False,53,51,2,164,158,52436.64,49995.00,41180.99,2441.64,2362.12,27568.62,22426.52,980.290000,3.77,42.770000
20200901,2020-09-01,2020,9,September,FQ2,FY20-21,Tuesday,False,64,60,4,206,192,59931.99,53381.89,43602.64,6550.10,118.19,29747.09,23634.68,889.700000,6.25,39.440000
20200103,2020-01-03,2020,1,January,FQ4,FY19-20,Friday,False,47,46,1,146,142,40744.16,40477.85,28471.11,266.31,896.52,22875.08,17602.76,879.950000,2.13,43.200000
20230818,2023-08-18,2023,8,August,FQ2,FY23-24,Friday,False,51,47,4,147,138,49632.94,46972.34,37036.62,2660.60,1419.33,25054.89,21917.50,999.410000,7.84,44.160000
20201124,2020-11-24,2020,11,November,FQ3,FY20-21,Tuesday,False,67,64,3,220,210,70248.26,68235.60,51881.88,2012.66,1219.16,36205.77,32029.97,1066.180000,4.48,45.600000
20230708,2023-07-08,2023,7,July,FQ2,FY23-24,Saturday,True,68,65,3,194,184,54196.04,51662.38,35768.58,2533.66,1717.07,27457.28,24205.05,794.810000,4.41,44.660000
20230305,2023-03-05,2023,3,March,FQ4,FY22-23,Sunday,True,48,47,1,136,132,41640.29,41115.04,28557.39,525.25,2001.46,22750.43,18364.72,874.790000,2.08,44.100000
20210315,2021-03-15,2021,3,March,FQ4,FY20-21,Monday,False,44,43,1,123,121,31465.41,30816.52,26241.13,648.89,384.81,16965.29,13851.26,716.660000,2.27,44.020000
20220721,2022-07-21,2022,7,July,FQ2,FY22-23,Thursday,False,41,41,0,134,134,37842.25,37842.25,28019.00,0.00,323.76,21217.36,16625.02,922.980000,0.0,43.930000
20200518,2020-05-18,2020,5,May,FQ1,FY20-21,Monday,False,58,58,0,161,161,47041.62,47041.62,32225.02,0.00,3166.76,25553.20,21488.45,811.060000,0.0,45.680000
20201117,2020-11-17,2020,11,November,FQ3,FY20-21,Tuesday,False,45,45,0,124,124,35528.93,35528.93,23626.78,0.00,0.00,18992.21,16536.74,789.530000,0.0,46.540000
20231023,2023-10-23,2023,10,October,FQ3,FY23-24,Monday,False,55,54,1,198,195,63210.48,61596.70,53627.90,1613.78,0.00,33378.90,28217.89,1140.680000,1.82,44.640000
20230407,2023-04-07,2023,4,April,FQ1,FY23-24,Friday,False,58,56,2,174,169,53313.17,50988.97,34089.73,2324.20,3363.97,28019.91,22969.00,910.520000,3.45,43.080000
20230122,2023-01-22,2023,1,January,FQ4,FY22-23,Sunday,True,55,54,1,172,168,46220.39,45742.26,41363.51,478.13,205.64,24863.98,20878.36,847.080000,1.82,45.170000
20220615,2022-06-15,2022,6,June,FQ1,FY22-23,Wednesday,False,1239,1059,180,1261,1202,829791.53,763793.20,204803.12,65998.33,14930.84,346061.24,417732.01,721.240000,14.53,50.340000
20231122,2023-11-22,2023,11,November,FQ3,FY23-24,Wednesday,False,44,42,2,127,121,43500.80,41470.37,34754.20,2030.43,849.70,22555.68,18914.72,987.390000,4.55,43.480000
20230815,2023-08-15,2023,8,August,FQ2,FY23-24,Tuesday,False,45,42,3,123,115,39333.49,36936.26,30042.53,2397.23,278.50,20294.88,16641.36,879.430000,6.67,42.310000
20240914,2024-09-14,2024,9,September,FQ2,FY24-25,Saturday,True,48,47,1,127,126,39914.00,39352.16,27226.10,561.84,1554.61,20898.74,18453.57,837.280000,2.08,46.230000
20230615,2023-06-15,2023,6,June,FQ1,FY23-24,Thursday,False,47,43,4,137,125,44398.64,38938.55,31170.10,5460.09,1530.25,21376.77,17561.88,905.550000,8.51,39.550000
20220513,2022-05-13,2022,5,May,FQ1,FY22-23,Friday,False,1096,924,172,1185,1127,796960.12,703567.03,301694.54,93393.09,15864.45,315241.39,388325.88,761.440000,15.69,48.730000
20210914,2021-09-14,2021,9,September,FQ2,FY21-22,Tuesday,False,66,64,2,182,177,56743.53,55977.12,44987.18,766.41,1859.37,30175.01,25802.15,874.640000,3.03,45.470000
20240511,2024-05-11,2024,5,May,FQ1,FY24-25,Saturday,True,42,41,1,116,111,32475.18,29358.76,26639.71,3116.42,913.80,15832.61,13526.23,716.070000,2.38,41.650000
20200706,2020-07-06,2020,7,July,FQ2,FY20-21,Monday,False,55,53,2,163,158,45827.92,43822.90,34308.27,2005.02,2036.73,24473.92,19348.96,826.850000,3.64,42.220000
20241209,2024-12-09,2024,12,December,FQ3,FY24-25,Monday,False,50,49,1,151,148,49256.29,48941.08,33028.93,315.21,683.89,26651.74,22289.45,998.800000,2.0,45.250000
20230310,2023-03-10,2023,3,March,FQ4,FY22-23,Friday,False,60,60,0,202,202,64672.21,64672.21,50229.72,0.00,1192.88,35557.18,29115.14,1077.870000,0.0,45.020000
20211127,2021-11-27,2021,11,November,FQ3,FY21-22,Saturday,True,50,49,1,156,154,46848.71,45830.65,40523.36,1018.06,1222.63,24841.34,20989.34,935.320000,2.0,44.800000
20240320,2024-03-20,2024,3,March,FQ4,FY23-24,Wednesday,False,66,63,3,170,159,46638.00,43758.55,34375.65,2879.45,531.79,24361.54,19397.10,694.580000,4.55,41.590000
20211102,2021-11-02,2021,11,November,FQ3,FY21-22,Tuesday,False,52,50,2,142,135,37238.59,35679.51,25360.72,1559.08,0.00,19470.24,16209.25,713.590000,3.85,43.530000
20210404,2021-04-04,2021,4,April,FQ1,FY21-22,Sunday,True,55,52,3,160,155,48703.59,47209.95,37557.91,1493.64,729.04,25594.99,21615.07,907.880000,5.45,44.380000
20200726,2020-07-26,2020,7,July,FQ2,FY20-21,Sunday,True,56,56,0,184,184,61056.82,61056.82,39599.77,0.00,0.00,32800.52,28256.46,1090.300000,0.0,46.280000
20211229,2021-12-29,2021,12,December,FQ3,FY21-22,Wednesday,False,41,38,3,133,121,36427.39,31725.14,20849.57,4702.25,1633.32,17216.00,14509.10,834.870000,7.32,39.830000
20230404,2023-04-04,2023,4,April,FQ1,FY23-24,Tuesday,False,51,49,2,148,141,47389.89,45372.83,37052.02,2017.06,654.59,24276.60,21096.34,925.980000,3.92,44.520000
20201112,2020-11-12,2020,11,November,FQ3,FY20-21,Thursday,False,61,59,2,168,164,43140.61,41563.70,31056.91,1576.91,325.58,22665.36,18898.53,704.470000,3.28,43.810000
20210706,2021-07-06,2021,7,July,FQ2,FY21-22,Tuesday,False,56,56,0,173,173,48223.84,48223.84,39665.45,0.00,501.32,26249.12,21974.86,861.140000,0.0,45.570000
20240919,2024-09-19,2024,9,September,FQ2,FY24-25,Thursday,False,59,54,5,186,169,52817.24,49539.43,32313.07,3277.81,0.00,27305.39,22234.08,917.400000,8.47,42.100000
20241008,2024-10-08,2024,10,October,FQ3,FY24-25,Tuesday,False,49,48,1,143,138,49038.88,48835.03,34409.83,203.85,5827.55,26679.53,22155.57,1017.400000,2.04,45.180000
20240117,2024-01-17,2024,1,January,FQ4,FY23-24,Wednesday,False,39,38,1,125,122,42527.74,42383.01,30770.91,144.73,5902.93,22579.76,19803.29,1115.340000,2.56,46.570000
20230726,2023-07-26,2023,7,July,FQ2,FY23-24,Wednesday,False,63,59,4,182,165,45398.41,42622.27,36272.49,2776.14,0.00,23500.06,19122.44,722.410000,6.35,42.120000
20230919,2023-09-19,2023,9,September,FQ2,FY23-24,Tuesday,False,56,55,1,189,188,57534.66,57159.63,43549.81,375.03,518.29,31841.29,25318.40,1039.270000,1.79,44.010000
20210107,2021-01-07,2021,1,January,FQ4,FY20-21,Thursday,False,50,48,2,156,147,54513.84,49371.24,30843.32,5142.60,447.33,26587.48,22783.78,1028.570000,4.0,41.790000
20220919,2022-09-19,2022,9,September,FQ2,FY22-23,Monday,False,60,59,1,183,178,58741.27,57511.52,44841.36,1229.75,1227.90,31200.20,26311.42,974.770000,1.67,44.790000
20231008,2023-10-08,2023,10,October,FQ3,FY23-24,Sunday,True,44,42,2,135,131,45883.47,44307.38,28089.92,1576.09,0.00,23983.09,20324.37,1054.940000,4.55,44.300000
20230706,2023-07-06,2023,7,July,FQ2,FY23-24,Thursday,False,60,59,1,190,187,60463.73,59587.12,44988.83,876.61,2807.05,32877.48,26709.72,1009.950000,1.67,44.170000
20240303,2024-03-03,2024,3,March,FQ4,FY23-24,Sunday,True,60,57,3,169,164,50490.26,48845.82,40728.34,1644.44,167.95,27060.93,21784.89,856.940000,5.0,43.150000
20240813,2024-08-13,2024,8,August,FQ2,FY24-25,Tuesday,False,68,68,0,185,185,50863.19,50863.19,43689.87,0.00,2922.23,28279.15,22584.08,747.990000,0.0,44.400000
20200612,2020-06-12,2020,6,June,FQ1,FY20-21,Friday,False,48,46,2,129,127,38743.35,38109.25,25675.66,634.10,1567.30,20648.78,17460.46,828.460000,4.17,45.070000
20200404,2020-04-04,2020,4,April,FQ1,FY20-21,Saturday,True,55,52,3,167,159,51059.05,48935.50,39112.69,2123.55,1170.02,26958.26,21977.36,941.070000,5.45,43.040000
20230914,2023-09-14,2023,9,September,FQ2,FY23-24,Thursday,False,52,51,1,152,148,40829.66,39070.28,32018.47,1759.38,355.62,21390.87,17679.35,766.080000,1.92,43.300000
20210605,2021-06-05,2021,6,June,FQ1,FY21-22,Saturday,True,70,66,4,224,213,58428.47,57080.82,42309.96,1347.65,769.42,31281.01,25799.84,864.860000,5.71,44.160000
20200929,2020-09-29,2020,9,September,FQ2,FY20-21,Tuesday,False,61,60,1,199,194,55141.05,53946.84,35432.74,1194.21,407.64,28686.38,25260.50,899.110000,1.64,45.810000
20211008,2021-10-08,2021,10,October,FQ3,FY21-22,Friday,False,43,42,1,118,115,37406.35,36330.75,25428.01,1075.60,1387.16,20523.39,15807.47,865.020000,2.33,42.260000
20240711,2024-07-11,2024,7,July,FQ2,FY24-25,Thursday,False,50,49,1,158,153,37208.17,37098.72,29841.75,109.45,1032.41,19472.63,17626.10,757.120000,2.0,47.370000
20210417,2021-04-17,2021,4,April,FQ1,FY21-22,Saturday,True,51,50,1,158,154,44736.03,42773.75,36419.79,1962.28,0.00,24041.38,18732.50,855.480000,1.96,41.870000
20210719,2021-07-19,2021,7,July,FQ2,FY21-22,Monday,False,64,63,1,197,196,65722.13,65351.44,40425.95,370.69,2796.54,35516.44,29835.03,1037.320000,1.56,45.400000
20240706,2024-07-06,2024,7,July,FQ2,FY24-25,Saturday,True,55,54,1,150,146,44707.39,42624.77,28522.60,2082.62,693.29,24018.56,18606.32,789.350000,1.82,41.620000
20210929,2021-09-29,2021,9,September,FQ2,FY21-22,Wednesday,False,52,52,0,150,150,45206.18,45206.18,40912.89,0.00,437.99,25041.12,20165.20,869.350000,0.0,44.610000
20240405,2024-04-05,2024,4,April,FQ1,FY24-25,Friday,False,61,59,2,183,180,58503.28,57148.44,47337.28,1354.84,3807.51,31259.67,25888.81,968.620000,3.28,44.250000
20230511,2023-05-11,2023,5,May,FQ1,FY23-24,Thursday,False,52,51,1,152,150,52602.11,51567.08,44412.61,1035.03,2479.31,28021.11,23546.08,1011.120000,1.92,44.760000
20201122,2020-11-22,2020,11,November,FQ3,FY20-21,Sunday,True,63,59,4,193,180,62286.36,56835.10,44443.41,5451.26,3575.05,31091.77,25743.41,963.310000,6.35,41.330000
20210726,2021-07-26,2021,7,July,FQ2,FY21-22,Monday,False,51,49,2,135,132,43465.79,42501.78,32671.52,964.01,3346.70,22636.18,19865.66,867.380000,3.92,45.700000
20210612,2021-06-12,2021,6,June,FQ1,FY21-22,Saturday,True,52,51,1,143,142,55235.52,55171.76,39418.84,63.76,0.00,29630.26,25541.60,1081.800000,1.92,46.240000
20210310,2021-03-10,2021,3,March,FQ4,FY20-21,Wednesday,False,56,56,0,163,163,54522.18,54522.18,40170.12,0.00,205.10,29944.56,24577.78,973.610000,0.0,45.080000
20200820,2020-08-20,2020,8,August,FQ2,FY20-21,Thursday,False,56,53,3,177,172,59557.40,57315.53,42827.92,2241.87,4652.89,31411.40,25904.26,1081.430000,5.36,43.490000
20200914,2020-09-14,2020,9,September,FQ2,FY20-21,Monday,False,70,69,1,200,196,59282.86,57018.49,37090.22,2264.37,3088.03,31543.78,25474.76,826.350000,1.43,42.970000
20241102,2024-11-02,2024,11,November,FQ3,FY24-25,Saturday,True,57,56,1,176,173,44080.29,43076.00,37343.59,1004.29,0.00,23392.92,19683.20,769.210000,1.75,44.650000
20231127,2023-11-27,2023,11,November,FQ3,FY23-24,Monday,False,53,52,1,154,150,36034.46,34965.60,24333.68,1068.86,1120.43,18971.78,15993.96,672.420000,1.89,44.390000
20221112,2022-11-12,2022,11,November,FQ3,FY22-23,Saturday,True,57,55,2,190,183,58212.23,56061.13,35368.05,2151.10,4276.10,29807.73,26253.54,1019.290000,3.51,45.100000
20230513,2023-05-13,2023,5,May,FQ1,FY23-24,Saturday,True,45,43,2,137,133,45198.12,43446.54,26998.49,1751.58,6349.45,23870.68,19575.89,1010.380000,4.44,43.310000
20221209,2022-12-09,2022,12,December,FQ3,FY22-23,Friday,False,37,37,0,118,118,36294.23,36294.23,28427.03,0.00,881.56,20160.85,16133.58,980.930000,0.0,44.450000
20211122,2021-11-22,2021,11,November,FQ3,FY21-22,Monday,False,55,52,3,156,148,47293.51,46122.30,40422.74,1171.21,1386.85,25102.83,21019.47,886.970000,5.45,44.440000
20200523,2020-05-23,2020,5,May,FQ1,FY20-21,Saturday,True,48,47,1,110,109,35186.91,35163.45,27743.03,23.46,2544.87,18569.22,16594.39,748.160000,2.08,47.160000
20241021,2024-10-21,2024,10,October,FQ3,FY24-25,Monday,False,50,48,2,158,152,50647.13,48520.09,36917.25,2127.04,3973.95,26631.51,21888.64,1010.840000,4.0,43.220000
20220726,2022-07-26,2022,7,July,FQ2,FY22-23,Tuesday,False,55,55,0,170,170,56043.81,56043.81,45554.35,0.00,1239.35,30397.16,25646.64,1018.980000,0.0,45.760000
20240325,2024-03-25,2024,3,March,FQ4,FY23-24,Monday,False,52,51,1,180,175,57974.90,56626.18,45454.53,1348.72,3716.72,31216.48,25409.76,1110.320000,1.92,43.830000
20221127,2022-11-27,2022,11,November,FQ3,FY22-23,Sunday,True,55,53,2,182,180,53467.45,53307.26,37961.11,160.19,1644.98,29713.34,23594.01,1005.800000,3.64,44.130000
20210419,2021-04-19,2021,4,April,FQ1,FY21-22,Monday,False,62,56,6,173,157,54834.96,48286.42,37954.91,6548.54,2738.21,25525.97,22760.49,862.260000,9.68,41.510000
20230719,2023-07-19,2023,7,July,FQ2,FY23-24,Wednesday,False,62,61,1,188,185,59754.76,58845.95,42664.94,908.81,365.08,31539.14,27306.83,964.690000,1.61,45.700000
20200419,2020-04-19,2020,4,April,FQ1,FY20-21,Sunday,True,60,59,1,197,195,69106.79,67924.62,45362.20,1182.17,7034.40,36198.87,31725.78,1151.260000,1.67,45.910000
20210927,2021-09-27,2021,9,September,FQ2,FY21-22,Monday,False,40,38,2,107,104,34282.29,33280.64,25887.69,1001.65,250.40,18745.06,14535.68,875.810000,5.0,42.400000
20200310,2020-03-10,2020,3,March,FQ4,FY19-20,Tuesday,False,45,42,3,124,114,33535.38,30719.68,24843.92,2815.70,363.64,16631.39,14088.43,731.420000,6.67,42.010000
20220325,2022-03-25,2022,3,March,FQ4,FY21-22,Friday,False,47,46,1,140,135,43356.10,40914.95,33810.58,2441.15,3493.76,22376.22,18538.86,889.460000,2.13,42.760000
20220409,2022-04-09,2022,4,April,FQ1,FY22-23,Saturday,True,10343,10118,225,20100,20013,2487218.10,2380748.03,1701730.64,99490.07,16277.91,1719704.29,653263.43,235.300000,2.18,26.260000
